Coords,PGC,Name1,Name2,Name3,logD25,logD25err,RC3PA,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,SemiMinorAxis,PositionAngle,NEDRedshift
14h07m11.3472s +55d00m06.084s,PGC 50369,NGC 5485,UGC 09033      R,,1.37,0.03,170.0,0.08,0.04,140711.3+550005 N,"OFFSET 1.2 arcsec,",1.172,0.975,170.0,0.006428
14h07m24.9648s +55d06m11.052s,PGC 50383,NGC 5486,UGC 09036      P,IRAS14056+5520,1.27,0.04,80.0,0.2,0.04,140725.0+550610 N,"OFFSET 1.1 arcsec,",0.931,0.587,80.0,0.004637
14h07m39.3s +54d47m40s,PGC 50395,,MCG +09-23-039,,0.82,0.19,,0.09,0.07,140739.3+544740,"NOPA,PANedMed,",0.33,0.269,10.0,0.007745
14h08m21.5s +55d18m06s,PGC 50443,,UGC 09047      U,,0.99,0.06,35.0,0.23,0.05,140821.5+551806,,0.489,0.288,35.0,0.042066
14h08m27.732s +47d58m12.972s,PGC 50457,,UGC 09046      U,,1.04,0.15,,0.18,0.12,140827.9+475811,"NOPA,OFFSET 2.6 arcsec,PANedMed,",0.548,0.362,13.0,0.007001
14h08m30.0552s +51d13m10.884s,PGC 50472,,UGC 09050      U,,1.07,0.14,,0.0,0.12,140830.2+511309,"NOPA,OFFSET 2.3 arcsec,PANedMed,",0.587,0.587,46.0,0.006739
14h09m21.8s +49d02m15s,PGC 50509,,UGC 09056,IRAS14074+4916,1.02,0.06,143.0,0.58,0.05,140921.8+490215,,0.524,0.138,143.0,0.006804
14h10m03s +54d13m06s,PGC 50581,,UGC 09071      U,,1.32,0.04,37.0,0.72,0.05,141003.0+541306,,1.045,0.199,37.0,0.006088
14h10m07.1s +46d26m22s,PGC 50582,,UGC 09066      U,,1.08,0.06,134.0,1.0,0.05,141007.1+462622,,0.601,0.06,134.0,0.026362
14h10m13.2096s +48d19m03.9s,PGC 50586,,UGC 09068      U,,1.2,0.05,160.0,0.2,0.05,141013.4+481903,"OFFSET 2.1 arcsec,",0.792,0.5,160.0,0.006685
14h10m15.2s +48d32m46s,PGC 50588,NGC 5500,UGC 09070      U,MK 0806,1.0,0.19,,0.05,0.08,141015.2+483246 N,"NOPA,PANedMed,",0.5,0.446,129.0,0.006384
14h11m26.9808s +50d12m32.616s,PGC 50664,,UGC 09083      U,VV 125,1.04,0.06,75.0,0.15,0.05,141127.0+501231,"OFFSET 1.6 arcsec,",0.548,0.388,75.0,0.006284
14h11m36.72s +52d20m34.908s,PGC 50674,A 1409+52,MCG +09-23-053 P,,0.94,0.11,,0.57,0.07,141136.4+522034 A,"NOPA,OFFSET 3.1 arcsec,PANedMed,",0.435,0.117,136.0,0.029159
14h12m22.8s +50d20m54s,PGC 50728,NGC 5520,UGC 09097      U,IRAS14105+5034,1.3,0.04,66.0,0.26,0.05,141222.8+502054 N,,0.998,0.548,66.0,0.006261
14h16m56.3712s +55d51m49.824s,PGC 51008,,UGC 09146      U,,0.96,0.17,,0.05,0.12,141656.4+555152,"NOPA,OFFSET 2.2 arcsec,PANedMed,",0.456,0.406,17.0,0.006184
14h19m54.48s +51d53m40.8s,PGC 51214,,UGC 09178a,ARP 045,1.04,0.09,,0.38,0.07,141954.5+515339,"NOPA,OFFSET 5.2 arcsec,NedNoPA,HANDADJ Coords Major Minor,",0.75,0.75,0.0,0.029033
14h20m44.5104s +51d08m18.816s,PGC 51256,,UGC 09192      U,,1.06,0.06,145.0,0.59,0.05,142044.6+510818,"OFFSET 1.2 arcsec,",0.574,0.148,145.0,0.012192
14h21m50.8656s +46d43m48.72s,PGC 51320,A 1420+46,,1ZW 084,,,,,,142150.9+464346 A,"LOGD25,NOAXIS,NOPA,OFFSET 2.7 arcsec,PANedMed,",0.656,0.656,15.0,0.026485
14h22m18.8328s +50d30m04.968s,PGC 51340,NGC 5602,UGC 09210      U,,1.16,0.05,166.0,0.28,0.05,142218.8+503004 N,"OFFSET 1.0 arcsec,",0.723,0.379,166.0,0.007438
14h22m32.1648s +45d23m01.896s,PGC 51358,A 1420+45,UGC 09211      U,DDO 189,1.22,0.06,,0.08,0.06,142232.6+452258 A,"NOPA,OFFSET 6.0 arcsec,PANedMed,",0.83,0.69,98.0,0.002288
14h24m43.3968s +44d31m32.808s,PGC 51472,A 1422+44,UGC 09240      U,DDO 190,1.26,0.06,,0.0,0.06,142443.8+443129 A,"NOPA,OFFSET 5.8 arcsec,NedNoPA,",0.91,0.91,0.0,0.0005
14h25m26.9s +56d19m13s,PGC 51509,A 1423+56,UGC 09245      U,DDO 191,1.27,0.03,5.0,0.15,0.04,142526.9+561913 A,,0.931,0.659,5.0,0.006288
14h26m12.2s +48d33m50s,PGC 51541,NGC 5622,UGC 09248      U,IRAS14244+4847,1.24,0.04,90.0,0.24,0.04,142612.2+483350 N,,0.869,0.5,90.0,0.012892
14h26m31.6s +44d51m44s,PGC 51561,,UGC 09251      U,VV 152,1.02,0.06,96.0,0.69,0.05,142631.6+445144,,0.524,0.107,96.0,0.007906
14h26m35.2104s +51d35m07.296s,PGC 51568,NGC 5624,UGC 09256,IRAS14248+5148,1.06,0.06,3.0,0.18,0.05,142635.4+513508 N,"OFFSET 1.9 arcsec,",0.574,0.379,3.0,0.006414
14h27m13.5s +50d33m45s,PGC 51599,,UGC 09269      U,,1.07,0.07,155.0,1.01,0.06,142713.5+503345,,0.587,0.057,155.0,0.013116
14h27m28.4s +46d08m47s,PGC 51620,NGC 5633,UGC 09271      R,1ZW 089,1.3,0.02,10.0,0.21,0.03,142728.4+460847 N,,0.998,0.615,10.0,0.007785
14h29m49.8s +49d37m21s,PGC 51795,NGC 5660,UGC 09325      R,IRAS14280+4950,1.44,0.03,90.0,0.05,0.03,142949.8+493721 N,,1.377,1.227,90.0,0.007765
14h29m50.7528s +44d26m52.152s,PGC 51798,A 1427+44,UGC 09324      U,DDO 192,1.37,0.09,,0.23,0.12,142950.9+442652 A,"NOPA,OFFSET 1.6 arcsec,NedNoPA,HANDADJ PA,",1.172,0.69,90.0,0.009173
14h31m30.9s +49d57m31s,PGC 51901,NGC 5673,UGC 09347      P,,1.39,0.03,136.0,0.59,0.03,143130.9+495731 N,,1.227,0.315,136.0,0.006945
14h32m27.3s +49d54m16s,PGC 51955,IC 1029,UGC 09361      P,IRAS14307+5007,1.45,0.03,152.0,0.71,0.04,143227.3+495416 I,,1.409,0.275,152.0,0.007949
14h32m46.9s +49d27m28s,PGC 51978,NGC 5676,UGC 09366      R,,1.6,0.02,47.0,0.32,0.02,143246.9+492728 N,,1.991,0.953,47.0,0.007052
14h34m45s +48d40m13s,PGC 52107,NGC 5682,UGC 09388      R,IRAS14329+4853,1.22,0.04,127.0,0.47,0.03,143445.0+484013 N,,0.83,0.281,127.0,0.007581
14h34m52.4472s +48d39m42.912s,PGC 52114,NGC 5683,MCG +08-27-003 R,MK 0474,1.1,0.05,,0.3,0.05,143452.5+483942 N,"NOPA,OFFSET 1.1 arcsec,PANedMed,",0.629,0.315,151.0,0.036222
14h34m52.4s +54d28m33s,PGC 52116,NGC 5687,UGC 09395      R,,1.38,0.03,105.0,0.15,0.03,143452.4+542833 N,,1.199,0.849,105.0,0.007148
14h35m29.7s +48d44m29s,PGC 52154,NGC 5689,UGC 09399      R,IRAS14337+4857,1.54,0.02,85.0,0.56,0.03,143529.7+484429 N,,1.734,0.477,85.0,0.007205
14h36m11.2s +48d35m06s,PGC 52194,NGC 5693,UGC 09406      R,,1.26,0.04,,0.08,0.04,143611.2+483506 N,"NOPA,PANedMed,",0.91,0.757,74.0,0.007609
14h37m29.136s +48d37m25.536s,PGC 52263,,UGC 09426      U,,1.18,0.05,,0.2,0.05,143729.4+483725,"NOPA,OFFSET 2.7 arcsec,PANedMed,",0.757,0.477,32.0,0.007709
14h37m30.8s +51d33m42s,PGC 52266,NGC 5707,UGC 09428      P,,1.41,0.04,35.0,0.7,0.04,143730.8+513342 N,,1.285,0.256,35.0,0.007378
14h38m11.5s +46d38m18s,PGC 52307,NGC 5714,UGC 09431      U,IRAS14363+4651,1.51,0.03,82.0,0.91,0.05,143811.5+463818 N,,1.618,0.199,82.0,0.007462
14h38m33.3s +50d48m54s,PGC 52328,NGC 5720,UGC 09439      U,,1.32,0.04,140.0,0.18,0.05,143833.3+504854 N,,1.045,0.69,140.0,0.025985
14h38m59.1504s +51d07m14.448s,PGC 52344,,UGC 09448      U,,1.34,0.06,,0.95,0.07,143859.2+510713,"NOPA,OFFSET 1.5 arcsec,PANedMed,",1.094,0.123,88.0,0.007415
14h39m18.9408s +53d52m32.808s,PGC 52364,,UGC 09452      U,,1.24,0.05,145.0,0.46,0.05,143919.1+535232,"OFFSET 1.6 arcsec,",0.869,0.301,145.0,0.007304
14h40m38.0976s +53d30m15.876s,PGC 52436,A 1439+53,CGCG 273-023   R,MK 0477,0.62,0.11,,0.11,0.12,144038.6+533005 A,"NOPA,OFFSET 11.8 arcsec,PANedMed,",0.208,0.162,109.0,0.037726
14h41m17.1576s +44d28m43.824s,PGC 52468,,MCG +08-27-018,1ZW 093,0.74,0.14,,0.0,0.07,144117.2+442846,"NOPA,OFFSET 2.2 arcsec,PANedMed,",0.275,0.275,29.0,0.010974
14h41m32.0232s +44d30m45.936s,PGC 52476,,UGC 09476      U,IRAS14396+4443,1.19,0.05,137.0,0.19,0.05,144132.0+443047,"OFFSET 1.1 arcsec,",0.774,0.5,137.0,0.010881
14h43m49.2s +53d24m02s,PGC 52607,NGC 5751,UGC 09498      U,IRAS14422+5336,1.18,0.05,55.0,0.3,0.05,144349.2+532402 N,,0.757,0.379,55.0,0.010964
14h45m45.1152s +51d34m50.916s,PGC 52708,,MCG +09-24-035,VV 713,0.94,0.11,,0.05,0.07,144544.9+513453,"NOPA,OFFSET 2.9 arcsec,PANedMed,",0.435,0.388,92.0,0.029807
14h45m49s +50d23m38s,PGC 52713,IC 1056,UGC 09516      U,IRAS14441+5036,1.26,0.04,20.0,0.15,0.05,144549.0+502338 I,,0.91,0.644,20.0,0.013433
14h46m19.3896s +54d38m12.336s,PGC 52732,,UGC 09522      U,,1.06,0.06,45.0,0.75,0.05,144619.5+543812,"OFFSET 1.0 arcsec,",0.574,0.102,45.0,0.038633
14h49m04.6392s +49d56m49.344s,PGC 52901,,UGC 09545      U,,1.07,0.06,80.0,0.1,0.05,144904.7+495648,"OFFSET 1.5 arcsec,",0.587,0.467,80.0,0.030517
14h49m34.4s +47d22m34s,PGC 52942,NGC 5767,UGC 09549      U,,0.96,0.09,150.0,0.15,0.06,144934.4+472234 N,,0.456,0.323,150.0,0.025991
14h50m46.5s +54d24m40s,PGC 53000,IC 1069,UGC 09563      U,,1.11,0.1,45.0,0.23,0.05,145046.5+542440 I,,0.644,0.379,45.0,0.037589
14h53m28.3s +52d04m34s,PGC 53217,NGC 5783,UGC 09586      P,IRAS14519+5216,1.46,0.03,0.0,0.21,0.05,145328.3+520434 N,,1.442,0.889,0.0,0.007795
14h55m15.8208s +48d21m56.304s,PGC 53335,,UGC 09605      U,,1.02,0.06,52.0,0.87,0.05,145516.0+482156,"OFFSET 1.8 arcsec,",0.524,0.071,52.0,0.011402
14h55m53.6s +49d43m33s,PGC 53378,NGC 5794,UGC 09610,,1.0,0.16,,0.0,0.12,145553.6+494333 N,"NOPA,PANedMed,",0.5,0.5,105.0,0.013913
14h56m04.4s +45d24m19s,PGC 53387,,UGC 09612      U,IRAS14542+4536,1.13,0.05,,0.11,0.05,145604.4+452419,"NOPA,PANedMed,",0.674,0.524,89.0,0.036212
14h56m19.8792s +49d24m00.216s,PGC 53402,NGC 5795,UGC 09617,IRAS14546+4935,1.2,0.05,64.0,0.77,0.05,145619.3+492355 N,"OFFSET 7.7 arcsec,",0.792,0.135,64.0,0.007892
14h56m24.1s +49d41m46s,PGC 53408,NGC 5797,UGC 09619      U,,1.04,0.06,110.0,0.22,0.05,145624.1+494146 N,,0.548,0.33,110.0,0.013269
14h57m06.8s +49d40m08s,PGC 53437,NGC 5804,UGC 09627      U,IRAS14554+4952,1.09,0.06,0.0,0.06,0.05,1457 6.8+494008 N,,0.615,0.536,0.0,0.013796
14h57m09.372s +48d38m02.328s,PGC 53441,,UGC 09626      U,,1.02,0.06,95.0,0.44,0.05,145709.5+483801,"OFFSET 1.8 arcsec,",0.524,0.19,95.0,0.035451
14h57m11.2488s +52d20m45.816s,PGC 53442,,UGC 09629      U,,1.16,0.05,152.0,0.47,0.05,145711.4+522045,"OFFSET 1.6 arcsec,",0.723,0.245,152.0,0.026218
14h47m26.6s +52d49m53s,PGC 53445,,UGC 09630      U,,1.0,0.16,,0.0,0.12,144726.6+524953,"NOPA,NedNoPA,",0.5,0.5,0.0,0.002388
14h57m56.352s +53d47m05.928s,PGC 53476,,UGC 09632      U,,1.13,0.05,135.0,0.11,0.05,145756.5+534705,"OFFSET 1.6 arcsec,",0.674,0.524,135.0,0.010695
14h58m19.1s +53d14m15s,PGC 53493,A 1456+53,MCG +09-24-060,1ZW 099,0.82,0.19,,0.0,0.07,145819.1+531415 A,"NOPA,PANedMed,",0.33,0.33,21.0,0.029506
14h58m35.9928s +44d53m01.032s,PGC 53508,,UGC 09639      U,MK 0834,1.02,0.06,,0.04,0.05,145836.0+445300,"NOPA,OFFSET 1.0 arcsec,PANedMed,",0.524,0.477,25.0,0.036032
14h58m39.8s +53d53m09s,PGC 53511,NGC 5820,UGC 09642      R,P   136,1.22,0.05,101.0,0.19,0.05,145839.8+535309 N,,0.83,0.536,101.0,0.011124
14h58m58.4s +49d49m17s,PGC 53530,NGC 5818,UGC 09643      U,,1.08,0.17,170.0,0.12,0.08,145858.4+494917 N,,0.601,0.456,170.0,0.026191
14h58m59.7s +53d55m23s,PGC 53532,NGC 5821,UGC 09648,,1.27,0.04,148.0,0.3,0.05,145859.7+535523 N,,0.931,0.467,148.0,0.011261
14h59m45.8688s +49d30m14.112s,PGC 53561,,UGC 09651      U,,1.0,0.16,118.0,0.55,0.12,145946.0+493013,"OFFSET 1.7 arcsec,",0.5,0.141,118.0,0.026696
15h00m32.7s +49d10m28s,PGC 53607,,MCG +08-27-049 H,IRAS14588+4922,1.04,0.09,,0.95,0.07,150032.7+491028,"NOPA,PANedMed,",0.548,0.062,154.0,0.030913
15h00m42.4s +49d50m34s,PGC 53616,,UGCA 399       U,,1.0,0.19,,0.23,0.18,150042.4+495034,"NOPA,PANedMed,",0.5,0.294,86.0,0.011725
15h00m48.6816s +48d21m38.88s,PGC 53622,,UGC 09657      U,,1.07,0.08,43.0,0.64,0.06,150049.0+482141,"OFFSET 3.8 arcsec,",0.587,0.135,43.0,0.008426
15h01m09.276s +44d41m53.376s,PGC 53641,,UGC 09660,,0.9,0.06,83.0,0.31,0.04,150109.7+444153,"OFFSET 4.5 arcsec,",0.397,0.195,83.0,0.002099
15h01m13.7s +52d35m45s,PGC 53644,A 1459+52,UGC 09663      P,DDO 198,1.24,0.06,,0.12,0.06,150113.7+523545 A,"NOPA,NedNoPA,",0.869,0.659,0.0,0.008072
15h01m32.4552s +48d19m11.064s,PGC 53657,,UGC 09665      U,IRAS14598+4830,1.23,0.05,142.0,0.72,0.05,150132.5+481909,"OFFSET 2.1 arcsec,",0.849,0.162,142.0,0.008533
15h01m50.9s +47d52m31s,PGC 53674,NGC 5830,UGC 09670      U,IRAS15001+4804,0.99,0.06,170.0,0.15,0.05,150150.9+475231 N,,0.489,0.346,170.0,0.028241
15h02m25.4s +48d52m39s,PGC 53699,NGC 5835,UGC 09674      U,,1.06,0.06,160.0,0.11,0.05,150225.4+485239 N,,0.574,0.446,160.0,0.026663
15h04m03.1s +52d55m45s,PGC 53763,,UGC 09688      U,,1.15,0.05,8.0,0.45,0.05,150403.1+525545,,0.706,0.251,8.0,0.019457
15h05m14.9208s +51d09m30.492s,PGC 53844,,UGC 09702      U,,1.14,0.05,163.0,0.82,0.05,150515.1+510928,"OFFSET 3.0 arcsec,",0.69,0.104,163.0,0.011923
15h05m26.4s +46d33m54s,PGC 53861,,UGC 09703,IRAS15037+4645,1.08,0.06,167.0,0.63,0.05,150526.4+463354,,0.601,0.141,167.0,0.008242
15h06m29.4s +55d45m48s,PGC 53933,NGC 5866,UGC 09723      R,IRAS15051+5557,1.67,0.02,128.0,0.38,0.02,150629.4+554548 N,,2.339,0.975,128.0,0.002518
15h06m30.8928s +51d54m49.068s,PGC 53936,,UGC 09722      U,,1.02,0.06,,0.06,0.05,150631.0+515448,"NOPA,OFFSET 1.5 arcsec,PANedMed,NedNoRedshift,",0.524,0.456,22.0,nan
15h06m33.9s +55d28m44s,PGC 53949,NGC 5870,UGC 09725      U,IRAS15053+5540,1.08,0.17,25.0,0.12,0.08,150633.9+552844 N,,0.601,0.456,25.0,0.002746
15h07m51.8s +54d45m10s,PGC 54018,NGC 5874,UGC 09736      P,IRAS15064+5456,1.36,0.03,53.0,0.16,0.04,150751.8+544510 N,,1.145,0.792,53.0,0.010457
15h08m33.504s +52d17m46.104s,PGC 54061,,UGC 09741,IRAS15070+5229,0.81,0.06,,0.03,0.04,150833.5+521745,"NOPA,OFFSET 1.1 arcsec,PANedMed,",0.323,0.301,106.0,0.008331
15h09m13.2s +52d31m42s,PGC 54095,NGC 5875,UGC 09745      P,IRAS15077+5243,1.39,0.03,145.0,0.3,0.04,150913.2+523142 N,,1.227,0.615,145.0,0.011765
15h09m31.6s +54d30m23s,PGC 54110,NGC 5876,UGC 09747      P,,1.38,0.04,50.0,0.31,0.05,150931.6+543023 N,,1.199,0.587,50.0,0.010928
15h10m40.9896s +55d20m59.388s,PGC 54154,,UGC 09759,IRAS15093+5532,1.3,0.04,51.0,0.67,0.05,151041.1+552060,"DEC_ADJ,OFFSET 1.1 arcsec,",0.998,0.213,51.0,0.011408
15h11m13.2816s +46d09m03.384s,PGC 54197,,UGC 09761      U,,1.05,0.08,,0.0,0.06,151113.5+460903,"NOPA,OFFSET 2.3 arcsec,PANedMed,",0.561,0.561,38.0,0.018606
15h12m07.2288s +55d47m06.288s,PGC 54267,NGC 5866B,UGC 09769      P,KUG 1510+559,1.43,0.03,20.0,0.15,0.05,151207.1+554706 N,"OFFSET 1.1 arcsec,",1.346,0.953,20.0,0.002805
15h14m01.0512s +44d35m25.908s,PGC 54377,,UGC 09780      U,IRAS15122+4446,1.32,0.03,148.0,0.91,0.04,151401.1+443525,"OFFSET 1.0 arcsec,",1.045,0.129,148.0,0.017255
15h15m23.3208s +55d31m02.496s,PGC 54445,NGC 5905,UGC 09797      R,IRAS15140+5541,1.6,0.02,135.0,0.18,0.02,151523.3+553101 N,"OFFSET 1.5 arcsec,",1.991,1.315,135.0,0.011308
15h15m53.7s +56d19m43s,PGC 54470,NGC 5907,UGC 09801      R,IRAS15146+5629,2.1,0.01,155.0,0.96,0.02,151553.7+561943 N,,6.295,0.69,155.0,0.002225
15h16m00.9s +54d28m56s,PGC 54473,,UGC 09800      U,,1.09,0.06,55.0,0.28,0.05,151600.9+542856,,0.615,0.323,55.0,0.039961
15h16m43.2s +55d24m33s,PGC 54522,NGC 5908,UGC 09805      R,IRAS15153+5535,1.51,0.02,154.0,0.42,0.02,151643.2+552433 N,,1.618,0.615,154.0,0.011028
15h19m15.1s +44d54m59s,PGC 54683,,UGC 09815      U,,1.2,0.06,5.0,0.73,0.06,151915.1+445459,,0.792,0.148,5.0,0.008563
15h19m25.2576s +45d52m48.9s,PGC 54690,NGC 5918,UGC 09817      U,IRAS15177+4603,1.29,0.04,85.0,0.4,0.05,151925.3+455248 N,"OFFSET 1.0 arcsec,",0.975,0.388,85.0,0.017212
15h23m55.6368s +46d35m58.38s,PGC 54980,,UGC 09835      U,,1.02,0.06,90.0,0.05,0.05,152355.8+463558,"OFFSET 1.7 arcsec,",0.524,0.467,90.0,0.017189
15h25m16.4496s +53d24m25.2s,PGC 55047,,UGC 09849      U,,1.23,0.05,82.0,0.65,0.05,152516.6+532425,"OFFSET 1.4 arcsec,",0.849,0.19,82.0,0.011621
15h25m46.7112s +52d26m40.992s,PGC 55065,,UGC 09853      U,IRAS15243+5237,1.36,0.03,93.0,0.76,0.04,152546.8+522642,"OFFSET 1.3 arcsec,",1.145,0.199,93.0,0.019477
15h25m46.5s +48d29m28s,PGC 55066,,UGC 09850      U,,1.11,0.05,93.0,0.48,0.05,152546.5+482928,,0.644,0.213,93.0,0.03665
15h28m04.1904s +55d32m44.916s,PGC 55169,A 1526+55,MCG +09-25-054,MK 0482,0.89,0.11,,0.24,0.07,152803.8+553231 A,"NOPA,OFFSET 14.3 arcsec,PANedMed,",0.388,0.223,0.0,0.011198
15h30m44.4s +47d19m08.184s,PGC 55273,,UGC 09880      U,,1.04,0.15,,0.13,0.12,153044.5+471908,"NOPA,OFFSET 1.0 arcsec,PANedMed,",0.548,0.406,140.0,0.008556
15h30m57.3312s +54d41m30.624s,PGC 55283,,CGCG 274-046,MK 0484,,,,,,153056.4+544118,"LOGD25,NOAXIS,NOPA,OFFSET 15.0 arcsec,PANedMed,",0.656,0.656,35.0,0.038982
15h31m48.5136s +51d46m04.62s,PGC 55320,A 1530+51,,MK 0485,,,,,,153147.7+514554 A,"LOGD25,NOAXIS,NOPA,OFFSET 13.0 arcsec,PANedMed,",0.656,0.656,14.0,0.019497
15h32m57.2808s +46d27m09.504s,PGC 55381,A 1531+46,UGC 09893      R,1ZW 115,1.06,0.05,42.0,0.46,0.04,153257.1+462707 A,"OFFSET 3.1 arcsec,",0.574,0.199,42.0,0.002188
15h35m36.9s +56d27m42s,PGC 55529,NGC 5971,UGC 09929      U,,1.2,0.05,136.0,0.45,0.05,153536.9+562742 N,,0.792,0.281,136.0,0.014363
15h35m45.828s +44d50m05.244s,PGC 55539,,UGC 09924,IRAS15341+4459,0.86,0.1,,0.05,0.06,153545.9+445007,"NOPA,OFFSET 1.9 arcsec,PANedMed,",0.362,0.323,95.0,0.02961
15h36m38.3616s +54d33m33.192s,PGC 55595,A 1535+54,,MK 0486,,,,,,153639.2+543315 A,"LOGD25,NOAXIS,NOPA,OFFSET 19.6 arcsec,PANedMed,",0.656,0.656,137.0,0.038934
15h36m44.9904s +44d14m12.588s,PGC 55607,A 1535+44,UGC 09936      U,DDO 200,1.17,0.05,165.0,0.26,0.05,153645.1+441413 A,"OFFSET 1.2 arcsec,",0.74,0.406,165.0,0.008736
15h37m04.1904s +55d15m48.24s,PGC 55616,A 1535+55,UGCA 410,MK 0487,0.4,0.24,,0.06,0.09,153704.0+551547 A,"NOPA,OFFSET 2.0 arcsec,PANedMed,",0.126,0.109,170.0,0.002218
15h40m06.7296s +51d06m49.176s,PGC 55756,,UGC 09970      U,,1.08,0.06,0.0,0.82,0.05,154006.8+510648,"OFFSET 1.3 arcsec,",0.601,0.091,0.0,0.019399
15h41m47.28s +45d33m21.708s,PGC 55811,,UGC 09981      U,,1.02,0.08,105.0,0.46,0.03,154147.5+453323,"OFFSET 2.6 arcsec,",0.524,0.182,105.0,0.036562
15h43m11.6s +47d45m13s,PGC 55864,,UGC 09995      U,,1.0,0.06,132.0,0.29,0.05,154311.6+474513,,0.5,0.256,132.0,0.038253
15h44m25.5672s +55d39m54.9s,PGC 55916,,UGC 10013      U,,0.99,0.06,12.0,0.27,0.05,154425.7+553954,"OFFSET 1.4 arcsec,",0.489,0.262,12.0,0.039768
15h44m45.7008s +46d04m41.088s,PGC 55927,,UGC 10010      U,,1.17,0.05,5.0,0.35,0.05,154446.0+460446,"OFFSET 5.8 arcsec,",0.74,0.33,5.0,0.008879
15h46m30.7152s +45d59m53.844s,PGC 56006,A 1544+46,CGCG 250-010,MK 0490,,,,,,154630.4+455953 A,"LOGD25,NOAXIS,NOPA,OFFSET 3.4 arcsec,PANedMed,",0.656,0.656,129.0,0.008878
15h51m12.8712s +47d15m17.64s,PGC 56207,,UGC 10070,IRAS15496+4724,1.11,0.05,120.0,0.22,0.05,155113.0+471518,"OFFSET 1.4 arcsec,",0.644,0.388,120.0,0.019874
15h55m19.548s +45d25m39.864s,PGC 56386,,UGC 10095      U,,1.09,0.07,154.0,0.33,0.06,155519.4+452538,"OFFSET 2.4 arcsec,",0.615,0.288,154.0,0.006204
15h55m43.2552s +47d52m02.208s,PGC 56398,,UGC 10097      U,,1.11,0.16,130.0,0.07,0.08,155543.3+475201,"OFFSET 1.3 arcsec,",0.644,0.548,130.0,0.019887
15h56m07.7s +48d05m35s,PGC 56420,,CGCG 250-023,,0.56,0.15,,0.2,0.06,155607.7+480535,"NOPA,PANedMed,",0.182,0.115,79.0,0.019343
15h56m43.3s +48d05m42s,PGC 56450,IC 1152,UGC 10103      U,,1.09,0.1,,0.0,0.05,155643.3+480542 I,"NOPA,PANedMed,",0.615,0.615,28.0,0.019614
15h57m03s +48d10m06s,PGC 56462,IC 1153,UGC 10107      U,,1.08,0.09,,0.04,0.04,1557 3.0+481006 I,"NOPA,PANedMed,",0.601,0.548,164.0,0.019744
15h57m09.3s +48d11m10s,PGC 56469,,MCG +08-29-027,,0.7,0.13,,0.0,0.06,155709.3+481110,"NOPA,PANedMed,",0.251,0.251,100.0,0.019914
15h57m20.9712s +47d09m59.292s,PGC 56476,,UGC 10109      U,,1.16,0.05,145.0,0.34,0.05,155721.1+470960,"DEC_ADJ,OFFSET 1.4 arcsec,",0.723,0.33,145.0,0.019243
15h58m40.2216s +48d40m56.748s,PGC 56544,,UGC 10118      U,,1.07,0.07,100.0,0.24,0.03,155840.3+484056,"OFFSET 1.1 arcsec,",0.587,0.338,100.0,0.020047
15h59m02.9s +51d18m16s,PGC 56570,,UGC 10123      U,IRAS15576+5126,1.06,0.06,57.0,0.64,0.05,155902.9+511816,,0.574,0.132,57.0,0.012575
16h00m42.84s +48d33m28.728s,PGC 56656,,MCG +08-29-031,,0.94,0.11,,0.05,0.07,160042.8+483327,"NOPA,OFFSET 1.8 arcsec,PANedMed,",0.435,0.388,64.0,0.019594
16h01m58.4448s +47d05m46.644s,PGC 56755,,UGC 10145      U,,1.0,0.19,0.0,0.28,0.08,160158.7+470547,"OFFSET 2.6 arcsec,NedNoRedshift,",0.5,0.262,0.0,nan
16h02m16.3392s +49d12m11.484s,PGC 56778,,UGC 10150      U,,1.0,0.06,102.0,0.31,0.05,160216.4+491210,"OFFSET 1.6 arcsec,",0.5,0.245,102.0,0.020536
16h03m31.6248s +49d20m17.376s,PGC 56875,,UGC 10168      U,,1.16,0.07,160.0,0.09,0.03,160331.7+492016,"OFFSET 1.6 arcsec,",0.723,0.587,160.0,0.020094
16h06m03.9s +55d25m31s,PGC 57129,A 1605+55,UGC 10214      R,P   188,1.56,0.05,4.0,0.64,0.07,160603.9+552531 A,"HANDADJ PA Major Minor,",2.36,0.541,77.0,0.031358
16h09m51.4s +49d09m59.9s,PGC 57334,,UGC 10245      U,,1.04,0.06,74.0,0.71,0.05,160951.4+490960,"DEC_ADJ,",0.548,0.107,74.0,0.044415
16h11m04.0728s +52d27m01.188s,PGC 57404,,UGC 10261      U,,1.04,0.18,170.0,0.13,0.08,161104.2+522660,"DEC_ADJ,OFFSET 1.7 arcsec,",0.548,0.406,170.0,0.063434
16h11m40.6992s +52d27m24.012s,PGC 57437,NGC 6090,UGC 10267a+b,MK 0496,1.23,0.1,,0.37,0.07,161140.6+522725 N,"NOPA,OFFSET 1.3 arcsec,NedNoPA,HANDADJ Major Minor,",1.5,1.5,0.0,0.029304
16h12m18.7992s +49d23m53.448s,PGC 57471,,UGC 10278      U,IRAS16108+4931,1.0,0.06,170.0,0.31,0.05,161218.9+492352,"OFFSET 1.8 arcsec,",0.5,0.245,170.0,0.012902
16h13m15.4s +48d14m05s,PGC 57521,,UGC 10289      U,,1.04,0.08,42.0,0.88,0.06,161315.4+481405,"HANDADJ Major Minor,",0.822,0.108,42.0,0.036331
